21	5083315	0.584144
21	5090487	0.584144
21	5097921	0.584144
21	5103491	0.584144
21	5103683	0.584144
21	5123982	0.584144
21	5155949	0.584144
21	5253277	0.584144
21	5258322	0.584144
21	5291163	0.584144
21	5291164	0.584144
21	5291239	0.584144
21	5291919	0.584144
21	5300059	0.584144
21	5300199	0.584144
21	5301609	0.584144
21	5302625	0.584144
21	5303816	0.584144
21	5303840	0.584144
21	5304251	0.584144
21	5305199	0.584144
21	5310013	0.584144
21	5310828	0.584144
21	5311880	0.584144
21	5314577	0.584144
21	5316756	0.584144
21	5316764	0.584144
21	5318025	0.584144
21	5319151	0.584144
21	5320080	0.584144
21	5322949	0.584144
21	5324572	0.584144
21	5331155	0.584144
21	5332207	0.584144
21	5335648	0.584144
21	5335649	0.584144
21	5335681	0.584144
21	5336120	0.584144
21	5336807	0.584144
21	5341266	0.584144
21	5341683	0.584144
21	5341696	0.584144
21	5343390	0.584144
21	5343420	0.584144
21	5344001	0.584144
21	5344231	0.584144
21	5344886	0.584144
21	5345086	0.584144
21	5350127	0.584144
21	5350228	0.584144
21	5353552	0.584144
21	5353745	0.584144
21	5360044	0.584144
21	5368064	0.584144
21	5371494	0.584144
21	5371993	0.584144
21	5372013	0.584144
21	5372191	0.584144
21	5372281	0.584144
21	5372467	0.584144
21	5372703	0.584144
21	5372744	0.584144
21	5372749	0.584144
21	5373317	0.584144
21	5373328	0.584144
21	5373571	0.584144
21	5373664	0.584144
21	5374373	0.584144
21	5376626	0.584144
21	5376631	0.584144
21	5377044	0.584144
21	5378756	0.584144
21	5378758	0.584144
21	5380374	0.584144
21	5380598	0.584144
21	5380607	0.584144
21	5381208	0.584144
21	5381265	0.584144
21	5381356	0.584144
21	5388098	0.584144
21	5388111	0.584144
21	5388967	0.584144
21	5388991	0.584144
21	5389319	0.584144
21	5389321	0.584144
21	5389332	0.584144
21	5389681	0.584144
21	5390195	0.584144
21	5390487	0.584144
21	5390609	0.584144
21	5390830	0.584144
21	5390997	0.584144
21	6070437	0.584144
21	6078718	0.584144
21	6125365	0.584144
21	6126342	0.584144
21	6459022	0.584144
21	6884759	0.584144
21	7205618	0.584144
21	7214185	0.584144
21	7229576	0.584144
21	7229630	0.584144
21	7230234	0.584144
21	7230414	0.584144
21	7230534	0.584144
21	7232262	0.584144
21	7233039	0.584144
21	7233065	0.584144
21	7233111	0.584144
21	7233345	0.584144
21	7241413	0.584144
21	7241414	0.584144
21	7242489	0.584144
21	7252520	0.584144
21	7252536	0.584144
21	7252602	0.584144
21	7253218	0.584144
21	7253713	0.584144
21	7261925	0.584144
21	7266899	0.584144
21	7271391	0.584144
21	7274477	0.584144
21	7275814	0.584144
21	7276081	0.584144
21	7277591	0.584144
21	7278758	0.584144
21	7280822	0.584144
21	7284445	0.584144
21	7285749	0.584144
21	7287886	0.584144
21	7288002	0.584144
21	7297093	0.584144
21	7299421	0.584144
21	7300739	0.584144
21	7302252	0.584144
21	7302500	0.584144
21	7303154	0.584144
21	7303207	0.584144
21	7303213	0.584144
21	7303250	0.584144
21	7304867	0.584144
21	7305386	0.584144
21	7305443	0.584144
21	7305444	0.584144
21	7306284	0.584144
21	7309190	0.584144
21	7311027	0.584144
21	7313732	0.584144
21	7314191	0.584144
21	7314893	0.584144
21	7316015	0.584144
21	7319489	0.584144
