start.pos recom.rate.perbp recom.rate.cMperMb gm
10326676 0.000000000000000 0.000000000000000 0.584144000000000
12968320 0.000000006288416 0.628841607565037 0.584144000000000
12970435 0.000000006113007 0.611300668759369 0.585474000000000
12977762 0.000000006143803 0.614380321665090 0.589953000000000
12983047 0.000000006175994 0.617599351176015 0.593200000000000
12985513 0.000000006708861 0.670886075949394 0.594723000000000
12987409 0.000000007155172 0.715517241379308 0.595995000000000
12988569 0.000000007159091 0.715909090908230 0.596825000000000
12988657 0.000000007186441 0.718644067796630 0.596888000000000
12990722 0.000000007201493 0.720149253731339 0.598372000000000
12996886 0.000000007251490 0.725149044895968 0.602811000000000
13005105 0.000000007269335 0.726933514246949 0.608771000000000
13008053 0.000000007272727 0.727272727272707 0.610914000000000
13008350 0.000000007268266 0.726826608506013 0.611130000000000
13010184 0.000000007271542 0.727154197185260 0.612463000000000
13036261 0.000000007295707 0.729570747217799 0.631425000000000
13042551 0.000000007329897 0.732989690721657 0.636014000000000
13053221 0.000000008140636 0.814063556457054 0.643835000000000
13054700 0.000000008942353 0.894235325085546 0.645039000000000
13073695 0.000000009412034 0.941203368517321 0.662025000000000
13099938 0.000000024088606 2.408860633753849 0.686725000000000
13110005 0.000000024296828 2.429682784521495 0.710975000000000
13139827 0.000000008214310 0.821431007434689 0.783433000000000
13213132 0.000000008317195 0.831719498522073 0.843648000000000
13222943 0.000000014767908 1.476790830945525 0.851808000000000
13224688 0.000000014886254 1.488625440563934 0.854385000000000
13227809 0.000000015190661 1.519066147859973 0.859031000000000
13229094 0.000000015175763 1.517576318223857 0.860983000000000
13231256 0.000000007538265 0.753826530612255 0.864264000000000
13232040 0.000000000709220 0.070921985815570 0.864855000000000
13234719 0.000000000705823 0.070582346070426 0.865045000000000
13240712 0.000000000882353 0.088235294117572 0.865468000000000
13240882 0.000000000863454 0.086345381526135 0.865483000000000
13241380 0.000000001061644 0.106164383561655 0.865526000000000
13241672 0.000000001091015 0.109101516919482 0.865557000000000
13255384 0.000000000339924 0.033992369060022 0.867053000000000
13258267 0.000000000190736 0.019073569482232 0.867151000000000
13258634 0.000000000093750 0.009375000000096 0.867158000000000
13259274 0.000000000032805 0.003280481137206 0.867164000000000
13261103 0.000000000028719 0.002871912693841 0.867170000000000
13264585 0.000000000028620 0.002862049227265 0.867180000000000
13268079 0.000000000024225 0.002422480620171 0.867190000000000
13270143 0.000000000029347 0.002934702861311 0.867195000000000
13274232 0.000000000030840 0.003084040092524 0.867207000000000
13275529 0.000000000032573 0.003257328990322 0.867211000000000
13275836 0.000000000030469 0.003046922608186 0.867212000000000
13277477 0.000000000041801 0.004180064308659 0.867217000000000
13280587 0.000000000083239 0.008323874385198 0.867230000000000
13283230 0.000000002167488 0.216748768472850 0.867252000000000
13284448 0.000000000266861 0.026686074721022 0.867516000000000
13286509 0.000000000268817 0.026881720430108 0.867571000000000
13289671 0.000000002058128 0.205812774585999 0.867656000000000
13292630 0.000000001996086 0.199608610567606 0.868265000000000
13293652 0.000000005549738 0.554973821989212 0.868469000000000
13293843 0.000000005184783 0.518478260869631 0.868575000000000
13294763 0.000000000920267 0.092026694766415 0.869052000000000
13297610 0.000000000932642 0.093264248704469 0.869314000000000
13297803 0.000000000923077 0.092307692308639 0.869332000000000
13297868 0.000000000924797 0.092479674796699 0.869338000000000
13298852 0.000000000918939 0.091893911094497 0.869429000000000
13301529 0.000000000921472 0.092147203709082 0.869675000000000
13304980 0.000000000943396 0.094339622642127 0.869993000000000
13305033 0.000000000894723 0.089472342594950 0.869998000000000
13308956 0.000000000884464 0.088446399629542 0.870349000000000
13313275 0.000000000952381 0.095238095238093 0.870731000000000
13313842 0.000000000971660 0.097165991902706 0.870785000000000
13314336 0.000000000951860 0.095185995623697 0.870833000000000
13315250 0.000000001363636 0.136363636363574 0.870920000000000
13316504 0.000000002171518 0.217151848937843 0.871091000000000
13319046 0.000000001640212 0.164021164021181 0.871643000000000
13319991 0.000000001552660 0.155266015200873 0.871798000000000
13320912 0.000000001756757 0.175675675676226 0.871941000000000
13321060 0.000000001908468 0.190846824408460 0.871967000000000
13327484 0.000000005925926 0.592592592593185 0.873193000000000
13327565 0.000000006694901 0.669490144974752 0.873241000000000
13339843 0.000000006716856 0.671685640837301 0.881461000000000
13342566 0.000000004985251 0.498525073746238 0.883290000000000
13342905 0.000000004568330 0.456832971800421 0.883459000000000
13345210 0.000000003560876 0.356087620988286 0.884512000000000
13353062 0.000000000870865 0.087086468102647 0.887308000000000
13362765 0.000000000792079 0.079207920792158 0.888153000000000
13363169 0.000000000692149 0.069214876033098 0.888185000000000
13364137 0.000000000678643 0.067864271457080 0.888252000000000
13367143 0.000000000677916 0.067791592658355 0.888456000000000
13370521 0.000000000673684 0.067368421052699 0.888685000000000
13370996 0.000000000672154 0.067215363511613 0.888717000000000
13371725 0.000000000684455 0.068445475638087 0.888766000000000
13372587 0.000000000676909 0.067690937430410 0.888825000000000
13377078 0.000000000683761 0.068376068376137 0.889129000000000
13377546 0.000000000676832 0.067683153588700 0.889161000000000
13382924 0.000000000672043 0.067204301075212 0.889525000000000
13384040 0.000000000698413 0.069841269841516 0.889600000000000
13384355 0.000000000673401 0.067340067340135 0.889622000000000
13384652 0.000000000714286 0.071428571427453 0.889642000000000
13384722 0.000000000677055 0.067705534658823 0.889647000000000
13386583 0.000000000675808 0.067580803134168 0.889773000000000
13389646 0.000000000679916 0.067991631799144 0.889980000000000
13390602 0.000000000676756 0.067675613934907 0.890045000000000
13394104 0.000000000798969 0.079896907216503 0.890282000000000
13394880 0.000000004693520 0.469352014010491 0.890344000000000
13396022 0.000000002091038 0.209103840682800 0.890880000000000
13396725 0.000000001225962 0.122596153846210 0.891027000000000
13397141 0.000000001183673 0.118367346938748 0.891078000000000
13398856 0.000000001182965 0.118296529968529 0.891281000000000
13399490 0.000000001189303 0.118930330752973 0.891356000000000
13400911 0.000000001197183 0.119718309859079 0.891525000000000
13401195 0.000000001197469 0.119746949841825 0.891559000000000
13403408 0.000000001197260 0.119726027397266 0.891824000000000
13407058 0.000000001274817 0.127481713688680 0.892261000000000
13408015 0.000000001604010 0.160401002506217 0.892383000000000
13409611 0.000000001481481 0.148148148148296 0.892639000000000
13409638 0.000000001647346 0.164734594264791 0.892643000000000
13411277 0.000000001732169 0.173216885007411 0.892913000000000
13411964 0.000000001672918 0.167291822955719 0.893032000000000
13413297 0.000000001436464 0.143646408839616 0.893255000000000
13413478 0.000000001207178 0.120717781402967 0.893281000000000
13414091 0.000000001132452 0.113245198303805 0.893355000000000
13418100 0.000000001153846 0.115384615384731 0.893809000000000
13418412 0.000000001125541 0.112554112554105 0.893845000000000
13421184 0.000000001126904 0.112690355329977 0.894157000000000
13423154 0.000000001126543 0.112654320987638 0.894379000000000
13423802 0.000000001152344 0.115234374999844 0.894452000000000
13424314 0.000000001186686 0.118668596237376 0.894511000000000
13425696 0.000000001363636 0.136363636363520 0.894675000000000
13425916 0.000000001353211 0.135321100917460 0.894705000000000
13428532 0.000000001764706 0.176470588234990 0.895059000000000
13428821 0.000000001778607 0.177860696517418 0.895110000000000
13430429 0.000000001878307 0.187830687830802 0.895396000000000
13430807 0.000000001873752 0.187375249500985 0.895467000000000
13434815 0.000000001889585 0.188958451906658 0.896218000000000
13436572 0.000000001897302 0.189730200174109 0.896550000000000
13437721 0.000000001890171 0.189017111022683 0.896768000000000
13440234 0.000000004045977 0.404597701149319 0.897243000000000
13440669 0.000000004334204 0.433420365535247 0.897419000000000
13441052 0.000000003188406 0.318840579710464 0.897585000000000
13441328 0.000000001791574 0.179157427937898 0.897673000000000
13443583 0.000000001748140 0.174814027630193 0.898077000000000
13445465 0.000000001670135 0.167013527575450 0.898406000000000
13447387 0.000000001657143 0.165714285714134 0.898727000000000
13448087 0.000000001616162 0.161616161616323 0.898843000000000
13448681 0.000000001619403 0.161940298507397 0.898939000000000
13450021 0.000000001601111 0.160111059694618 0.899156000000000
13452182 0.000000001559633 0.155963302751686 0.899502000000000
13452291 0.000000001576254 0.157625383828032 0.899519000000000
13453268 0.000000001578947 0.157894736842118 0.899673000000000
13455377 0.000000001577597 0.157759726378822 0.900006000000000
13457716 0.000000010604686 1.060468631897152 0.900375000000000
13459039 0.000000027813765 2.781376518218596 0.901778000000000
13459286 0.000000048488404 4.848840381991840 0.902465000000000
13462951 0.000000050429722 5.042972247090420 0.920236000000000
13464068 0.000000049405941 4.940594059405844 0.925869000000000
13464977 0.000000010422839 1.042283867492604 0.930360000000000
13472403 0.000000008350195 0.835019455252911 0.938100000000000
13474973 0.000000008241042 0.824104234527517 0.940246000000000
13475280 0.000000006485071 0.648507071765360 0.940499000000000
13477189 0.000000006440678 0.644067796609873 0.941737000000000
13477307 0.000000002289000 0.228900018549426 0.941813000000000
13482698 0.000000002288315 0.228831464326357 0.943047000000000
13488851 0.000000002269822 0.226982248520707 0.944455000000000
13497301 0.000000002268827 0.226882745471840 0.946373000000000
13498350 0.000000002290403 0.229040313949351 0.946611000000000
13503956 0.000000002522813 0.252281266774005 0.947895000000000
13507682 0.000000003712174 0.371217371217377 0.948835000000000
13512011 0.000000004688034 0.468803418803425 0.950442000000000
13514351 0.000000056408451 5.640845070422117 0.951539000000000
13514493 0.000000058188791 5.818879056047215 0.952340000000000
13519578 0.000000004193717 0.419371659496795 0.981929000000000
13527249 0.000000004444444 0.444444444444889 0.985146000000000
13527267 0.000000004193825 0.419382504288179 0.985154000000000
13529599 0.000000004309392 0.430939226519461 0.986132000000000
13529780 0.000000004247492 0.424749163879559 0.986210000000000
13530378 0.000000004202454 0.420245398773012 0.986464000000000
13535268 0.000000004246109 0.424610894941613 0.988519000000000
13539380 0.000000004846626 0.484662576687128 0.990265000000000
13542314 0.000000011111111 1.111111111111248 0.991687000000000
13542485 0.000000018374700 1.837469975980734 0.991877000000000
13543734 0.000000006526213 0.652621264086259 0.994172000000000
13547816 0.000000004629012 0.462901208836998 0.996836000000000
13552614 0.000000001888889 0.188888888888899 0.999057000000000
13556034 0.000000001860862 0.186086214255178 0.999703000000000
13558377 0.000000001845238 0.184523809523829 1.000139000000000
13559721 0.000000001839557 0.183955739972330 1.000387000000000
13562613 0.000000001837945 0.183794466403181 1.000919000000000
13568685 0.000000001870504 0.187050359712817 1.002035000000000
13568824 0.000000001845140 0.184514003294895 1.002061000000000
13570038 0.000000001857143 0.185714285714188 1.002285000000000
13571018 0.000000001852477 0.185247747747761 1.002467000000000
13572794 0.000000001878345 0.187834549878344 1.002796000000000
13574849 0.000000001906517 0.190651667959650 1.003182000000000
13580005 0.000000001917832 0.191783247742154 1.004165000000000
13585652 0.000000004285714 0.428571428571417 1.005248000000000
13585778 0.000000005298358 0.529835802963630 1.005302000000000
13588275 0.000000003683019 0.368301886792318 1.006625000000000
